X,Y,POTEAU_ID_POT,PANNEAU_ID_PAN,PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN,TOPONYME_PAN,POTEAU_VERSION_POT,DATE_CONCEPTION_POT,PAS_SUR_RUE,DESCRIPTION_REP,DESCRIPTION_RTP,X_EPSG32188,Y_EPSG32188,Longitude,Latitude,DESCRIPTION_CAT,NOM_ARR
-73.55179085,45.51002008,80359,1138412,14180,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0,,4,2.01511E+13,,Réel,2- Tige et manchon,300753.25,5041123.5,-73.55179085,45.51002008,STATIONNEMENT,Ville-Marie
-73.55179085,45.51002008,80359,1138413,1276,P 15 MIN. RESERVE HOTEL,PD-TD,3,,4,2.01511E+13,,Réel,2- Tige et manchon,300753.25,5041123.5,-73.55179085,45.51002008,STATIONNEMENT,Ville-Marie
-73.55215286,45.51009191,11884,1128631,14180,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0,,6,2.01511E+13,,Réel,1- Tige et base,300724.969,5041131.5,-73.55215286,45.51009191,STATIONNEMENT,Ville-Marie
-73.55215286,45.51009191,11884,1128632,1589,\P RESERVE S3R 09h-23h,R-PF,2,,6,2.01511E+13,,Réel,1- Tige et base,300724.969,5041131.5,-73.55215286,45.51009191,STATIONNEMENT,Ville-Marie
-73.5547732,45.50052085,92807,1128623,2413,\P EN TOUT TEMPS,SD-TT,2,,6,2.01511E+13,,Réel,3- Fût,300519.5,5040068,-73.5547732,45.50052085,STATIONNEMENT,Ville-Marie
-73.5547732,45.50052085,92807,1128625,1589,\P RESERVE S3R 09h-23h,R-PF,3,,6,2.01511E+13,,Réel,3- Fût,300519.5,5040068,-73.5547732,45.50052085,STATIONNEMENT,Ville-Marie
-73.55873723,45.52673576,77562,1129906,26,\A 07h-09h30 LUN. AU VEN.,AV-AA,0,,5,2.01511E+13,,Réel,3- Fût,300211.844,5042981.5,-73.55873723,45.52673576,STATIONNEMENT,Ville-Marie
-73.56314645,45.52151434,230341,1129905,1589,\P RESERVE S3R 09h-23h,R-PF,3,,4,2.01511E+13,,En conception,4- Poteau en bois,299866.969,5042401.5,-73.56314645,45.52151434,STATIONNEMENT,Ville-Marie
-73.55861433,45.52665934,77526,1129908,67,\A 08h-09h30  16h-18h LUN. AU VEN.,AV-QE,0,,2,2.01511E+13,,Réel,3- Fût,300221.438,5042973,-73.55861433,45.52665934,STATIONNEMENT,Ville-Marie
-73.56504519,45.52240411,162771,1129901,2413,\P EN TOUT TEMPS,SD-TT,2,,11,2.01511E+13,,Réel,2- Tige et manchon,299718.719,5042500.5,-73.56504519,45.52240411,STATIONNEMENT,Ville-Marie
-73.56504519,45.52240411,162771,1129902,14101,\P 12h30-13h30 MER. 1 AVRIL AU 1 DEC.,SU-NK-A,0,,11,2.01511E+13,,Réel,2- Tige et manchon,299718.719,5042500.5,-73.56504519,45.52240411,STATIONNEMENT,Ville-Marie
-73.56614893,45.50949076,218082,1119373,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,2,,5,2.01509E+13,,Réel,10- Fût et feux,299631.313,5041065.5,-73.56614893,45.50949076,STATIONNEMENT,Ville-Marie
-73.56601594,45.50964831,233139,1119368,11,\A EN TOUT TEMPS,AD-TT,2,,3,2.01509E+13,,Réel,2- Tige et manchon,299641.719,5041083,-73.56601594,45.50964831,STATIONNEMENT,Ville-Marie
-73.56601594,45.50964831,233139,1119369,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,3,,3,2.01509E+13,,Réel,2- Tige et manchon,299641.719,5041083,-73.56601594,45.50964831,STATIONNEMENT,Ville-Marie
-73.56589891,45.50976986,110764,1119364,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,0,,15,2.01509E+13,,Réel,3- Fût,299650.875,5041096.5,-73.56589891,45.50976986,STATIONNEMENT,Ville-Marie
-73.56573674,45.50995892,233140,1119361,11,\A EN TOUT TEMPS,AD-TT,2,,2,2.01509E+13,,Réel,2- Tige et manchon,299663.563,5041117.5,-73.56573674,45.50995892,STATIONNEMENT,Ville-Marie
-73.56573674,45.50995892,233140,1119362,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,3,,2,2.01509E+13,,Réel,2- Tige et manchon,299663.563,5041117.5,-73.56573674,45.50995892,STATIONNEMENT,Ville-Marie
-73.56595882,45.50970683,233138,1119365,11,\A EN TOUT TEMPS,AD-TT,3,,2,2.01509E+13,,Réel,2- Tige et manchon,299646.188,5041089.5,-73.56595882,45.50970683,STATIONNEMENT,Ville-Marie
-73.56595882,45.50970683,233138,1119366,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,2,,2,2.01509E+13,,Réel,2- Tige et manchon,299646.188,5041089.5,-73.56595882,45.50970683,STATIONNEMENT,Ville-Marie
-73.55898065,45.53073092,150553,1119283,2413,\P EN TOUT TEMPS,SD-TT,2,,4,2.01509E+13,,Réel,1- Tige et base,300193.156,5043425.5,-73.55898065,45.53073092,STATIONNEMENT,Ville-Marie
-73.56166033,45.52477707,13024,1119275,2359,\P 09h-21h30,SD-JJ,2,,4,2.01509E+13,,Réel,1- Tige et base,299983.344,5042764,-73.56166033,45.52477707,STATIONNEMENT,Ville-Marie
-73.58196158,45.49205054,55113,1128532,11,\A EN TOUT TEMPS,AD-TT,3,,6,2.01511E+13,,Réel,2- Tige et manchon,298393.781,5039128.5,-73.58196158,45.49205054,STATIONNEMENT,Ville-Marie
-73.58196158,45.49205054,55113,1128533,2441,\P LIVRAISON SEULEMENT 08h-19h LUN. AU VEN.,SL-JD,2,,6,2.01511E+13,,Réel,2- Tige et manchon,298393.781,5039128.5,-73.58196158,45.49205054,STATIONNEMENT,Ville-Marie
-73.58211084,45.49214042,55111,1128531,11,\A EN TOUT TEMPS,AD-TT,2,,3,2.01511E+13,,Réel,2- Tige et manchon,298382.125,5039138.5,-73.58211084,45.49214042,STATIONNEMENT,Ville-Marie
-73.55043872,45.53292612,120230,1128451,14085,\P 07h-08h MAR. 1 AVRIL AU 1 DEC.,SU-MS-A,0,,9,2.01511E+13,,Réel,1- Tige et base,300860.5,5043669,-73.55043872,45.53292612,STATIONNEMENT,Ville-Marie
-73.55043872,45.53292612,120230,1128452,11,\A EN TOUT TEMPS,AD-TT,2,,9,2.01511E+13,,Réel,1- Tige et base,300860.5,5043669,-73.55043872,45.53292612,STATIONNEMENT,Ville-Marie
-73.55176112,45.53342494,120225,1128447,14085,\P 07h-08h MAR. 1 AVRIL AU 1 DEC.,SU-MS-A,0,,7,2.01511E+13,,Réel,1- Tige et base,300757.25,5043724.5,-73.55176112,45.53342494,STATIONNEMENT,Ville-Marie
-73.55176112,45.53342494,120225,1128448,1683,\P RESERVE TAXIS,R-TA,0,,7,2.01511E+13,,Réel,1- Tige et base,300757.25,5043724.5,-73.55176112,45.53342494,STATIONNEMENT,Ville-Marie
-73.55238937,45.53351913,3415,1128439,14077,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0,,8,2.01511E+13,,Réel,4- Poteau en bois,300708.188,5043735,-73.55238937,45.53351913,STATIONNEMENT,Ville-Marie
-73.55238937,45.53351913,3415,1128440,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,0,,8,2.01511E+13,,Réel,4- Poteau en bois,300708.188,5043735,-73.55238937,45.53351913,STATIONNEMENT,Ville-Marie
-73.55258351,45.53360453,3432,1128434,1430,P 02h 08h-18h LUN. AU VEN.,PV-JK,2,,6,2.01511E+13,,Réel,4- Poteau en bois,300693.031,5043744.5,-73.55258351,45.53360453,STATIONNEMENT,Ville-Marie
-73.5863712,45.49183583,55289,1128423,13976,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,0,,10,2.01511E+13,,Réel,3- Fût,298049.094,5039105,-73.5863712,45.49183583,STATIONNEMENT,Ville-Marie
-73.5863712,45.49183583,55289,1128424,1622,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,2,,10,2.01511E+13,,Réel,3- Fût,298049.094,5039105,-73.5863712,45.49183583,STATIONNEMENT,Ville-Marie
-73.55413892,45.51880144,98360,1128221,2413,\P EN TOUT TEMPS,SD-TT,3,,2,2.01511E+13,,Réel,3- Fût,300570.438,5042099.5,-73.55413892,45.51880144,STATIONNEMENT,Ville-Marie
-73.55413892,45.51880144,98360,1128222,2336,\P 09h-17h MAR. MER. VEN. SAM. DIM.,SC-JA,2,,2,2.01511E+13,,Réel,3- Fût,300570.438,5042099.5,-73.55413892,45.51880144,STATIONNEMENT,Ville-Marie
-73.58463446,45.50121351,235259,1128204,10971,P 60 min 09h-17h LUN A VEN,PV-OF,2,,2,2.01511E+13,,Réel,2- Tige et manchon,298185.938,5040147,-73.58463446,45.50121351,STATIONNEMENT,Ville-Marie
-73.58468436,45.50115048,75180,1128202,10971,P 60 min 09h-17h LUN A VEN,PV-OF,3,,11,2.01511E+13,,Réel,1- Tige et base,298182.031,5040140,-73.58468436,45.50115048,STATIONNEMENT,Ville-Marie
-73.57367277,45.50136508,57972,1128195,14176,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0,,5,2.01511E+13,,Réel,3- Fût,299042.594,5040163,-73.57367277,45.50136508,STATIONNEMENT,Ville-Marie
-73.57367277,45.50136508,57972,1128196,1581,\P RESERVE MOTOS,R-MO,3,,5,2.01511E+13,,Réel,3- Fût,299042.594,5040163,-73.57367277,45.50136508,STATIONNEMENT,Ville-Marie
-73.57367277,45.50136508,57972,1128198,1537,\P RESERVE AUTOBUS TOURISTIQUES 15 min.,R-AM,2,,5,2.01511E+13,,Réel,3- Fût,299042.594,5040163,-73.57367277,45.50136508,STATIONNEMENT,Ville-Marie
-73.57384362,45.50144145,223500,1128185,1696,\P RESERVE VEHICULES DE LA VILLE,R-VA,3,,3,2.01511E+13,,Réel,2- Tige et manchon,299029.25,5040171.5,-73.57384362,45.50144145,STATIONNEMENT,Ville-Marie
-73.57384362,45.50144145,223500,1128186,1581,\P RESERVE MOTOS,R-MO,2,,3,2.01511E+13,,Réel,2- Tige et manchon,299029.25,5040171.5,-73.57384362,45.50144145,STATIONNEMENT,Ville-Marie
-73.55350012,45.53609665,3478,1128184,1686,\P RESERVE HANDICAPES (PICTO),R-TD,3,,5,2.01511E+13,,Réel,2- Tige et manchon,300621.625,5044021.5,-73.55350012,45.53609665,STATIONNEMENT,Ville-Marie
-73.55360018,45.5361326,3479,1128183,1686,\P RESERVE HANDICAPES (PICTO),R-TD,2,,4,2.01511E+13,,Réel,2- Tige et manchon,300613.813,5044025.5,-73.55360018,45.5361326,STATIONNEMENT,Ville-Marie
-73.5597824,45.52543045,36520,1128148,26,\A 07h-09h30 LUN. AU VEN.,AV-AA,0,,9,2.01511E+13,,Réel,3- Fût,300130.094,5042836.5,-73.5597824,45.52543045,STATIONNEMENT,Ville-Marie
-73.559201,45.51691827,235297,1128093,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,2,,2,2.01511E+13,,Réel,2- Tige et manchon,300174.813,5041890.5,-73.559201,45.51691827,STATIONNEMENT,Ville-Marie
-73.559201,45.51691827,235297,1128094,1390,P 60 min 09h-18h LUN.AU SAM.,PS-JN,3,,2,2.01511E+13,,Réel,2- Tige et manchon,300174.813,5041890.5,-73.559201,45.51691827,STATIONNEMENT,Ville-Marie
-73.55929664,45.51695871,12169,1128089,14069,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0,,7,2.01511E+13,,Réel,3- Fût,300167.344,5041895,-73.55929664,45.51695871,STATIONNEMENT,Ville-Marie
-73.54752325,45.51974022,66844,1128025,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01511E+13,,Réel,1- Tige et base,301087.344,5042203.5,-73.54752325,45.51974022,STATIONNEMENT,Ville-Marie
-73.54762227,45.51952422,66843,1128015,11,\A EN TOUT TEMPS,AD-TT,3,,1,2.01511E+13,,Réel,3- Fût,301079.594,5042179.5,-73.54762227,45.51952422,STATIONNEMENT,Ville-Marie
-73.54788292,45.51904889,235530,1128000,11,\A EN TOUT TEMPS,AD-TT,2,,1,2.01511E+13,,Réel,1- Tige et base,301059.2,5042126.688,-73.54788292,45.51904889,STATIONNEMENT,Ville-Marie
-73.55061052,45.53577403,234542,1127938,14176,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,2,,2,2.01511E+13,,Réel,2- Tige et manchon,300847.281,5043985.5,-73.55061052,45.53577403,STATIONNEMENT,Ville-Marie
-73.55061052,45.53577403,234542,1127939,9129,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,3,,2,2.01511E+13,,Réel,2- Tige et manchon,300847.281,5043985.5,-73.55061052,45.53577403,STATIONNEMENT,Ville-Marie
-73.55077353,45.535513,77568,1127936,14176,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,3,,6,2.01511E+13,,Réel,3- Fût,300834.531,5043956.5,-73.55077353,45.535513,STATIONNEMENT,Ville-Marie
-73.55077353,45.535513,77568,1127937,9129,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,2,,6,2.01511E+13,,Réel,3- Fût,300834.531,5043956.5,-73.55077353,45.535513,STATIONNEMENT,Ville-Marie
-73.56242921,45.53055362,143476,1118873,56,\A 16h-18h LUN. AU VEN.,AV-PJ,0,,5,2.01509E+13,,En conception,3- Fût,299923.781,5043406,-73.56242921,45.53055362,STATIONNEMENT,Ville-Marie
-73.57340986,45.49598868,158202,1118814,2729,\P 08h-18h LUN. AU VEN.,SV-OD,2,,5,2.01509E+13,,Réel,2- Tige et manchon,299062.594,5039565.5,-73.57340986,45.49598868,STATIONNEMENT,Ville-Marie
-73.57340986,45.49598868,158202,1118815,2687,\P 08h-09h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AF,3,,5,2.01509E+13,,Réel,2- Tige et manchon,299062.594,5039565.5,-73.57340986,45.49598868,STATIONNEMENT,Ville-Marie
-73.55193254,45.53492759,3580,1118788,14057,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0,,9,2.01509E+13,,Réel,4- Poteau en bois,300743.969,5043891.5,-73.55193254,45.53492759,STATIONNEMENT,Ville-Marie
-73.55193254,45.53492759,3580,1118789,1433,P 60 min 09h-18h LUN.AU VEN.,PV-JN,3,,9,2.01509E+13,,Réel,4- Poteau en bois,300743.969,5043891.5,-73.55193254,45.53492759,STATIONNEMENT,Ville-Marie
-73.57084532,45.50590657,105864,1118783,14178,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0,,4,2.01509E+13,,Réel,10- Fût et feux,299264,5040667.5,-73.57084532,45.50590657,STATIONNEMENT,Ville-Marie
-73.57095922,45.50585701,105871,1118781,14177,\P 06h30-07h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AB-A,0,,4,2.01509E+13,,Réel,2- Tige et manchon,299255.094,5040662,-73.57095922,45.50585701,STATIONNEMENT,Ville-Marie
-73.56992964,45.50503879,93039,1118773,14176,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0,,3,2.01509E+13,,Réel,3- Fût,299335.469,5040571,-73.56992964,45.50503879,STATIONNEMENT,Ville-Marie
-73.55910176,45.50311924,88768,1118769,9129,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,3,,5,2.01509E+13,,Réel,3- Fût,300181.438,5040357,-73.55910176,45.50311924,STATIONNEMENT,Ville-Marie
-73.57070857,45.50656804,230533,1118768,1589,\P RESERVE S3R 09h-23h,R-PF,0,,2,2.01509E+13,,Réel,2- Tige et manchon,299274.75,5040741,-73.57070857,45.50656804,STATIONNEMENT,Ville-Marie
-73.55417574,45.49796108,156344,1125346,14070,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,2,,8,2.01509E+13,,Réel,2- Tige et manchon,300566,5039783.5,-73.55417574,45.49796108,STATIONNEMENT,Ville-Marie
-73.55417574,45.49796108,156344,1125347,1589,\P RESERVE S3R 09h-23h,R-PF,2,,8,2.01509E+13,,Réel,2- Tige et manchon,300566,5039783.5,-73.55417574,45.49796108,STATIONNEMENT,Ville-Marie
-73.55417574,45.49796108,156344,1125348,1622,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,3,,8,2.01509E+13,,Réel,2- Tige et manchon,300566,5039783.5,-73.55417574,45.49796108,STATIONNEMENT,Ville-Marie
-73.54814464,45.51852968,66822,1127904,2290,\P 20h-21h LUN. JEU. 1 MARS AU 1 DEC.,SB-SC,0,,3,2.01511E+13,,Réel,3- Fût,301038.719,5042069,-73.54814464,45.51852968,STATIONNEMENT,Ville-Marie
-73.54820814,45.51841267,66820,1127903,2461,\P LIVRAISON SEULEMENT EN TOUT TEMPS,SL-TT,3,,2,2.01511E+13,,Réel,2- Tige et manchon,301033.75,5042056,-73.54820814,45.51841267,STATIONNEMENT,Ville-Marie
-73.54775606,45.51879979,235524,1128223,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01511E+13,,Réel,10- Fût et feux,301069.094,5042099,-73.54775606,45.51879979,STATIONNEMENT,Ville-Marie
-73.54765718,45.51899256,235521,1127845,11,\A EN TOUT TEMPS,AD-TT,3,,1,2.01511E+13,,Réel,2- Tige et manchon,301076.832,5042120.418,-73.54765718,45.51899256,STATIONNEMENT,Ville-Marie
-73.56717362,45.51389039,13912,1127663,11,\A EN TOUT TEMPS,AD-TT,3,,6,2.01511E+13,,Réel,3- Fût,299551.656,5041554.5,-73.56717362,45.51389039,STATIONNEMENT,Ville-Marie
-73.56717362,45.51389039,13912,1127664,2350,\P 07h-19h,SD-JA,2,,6,2.01511E+13,,Réel,3- Fût,299551.656,5041554.5,-73.56717362,45.51389039,STATIONNEMENT,Ville-Marie
-73.56752177,45.51404766,13909,1127659,11,\A EN TOUT TEMPS,AD-TT,2,,9,2.01511E+13,,Réel,3- Fût,299524.469,5041572,-73.56752177,45.51404766,STATIONNEMENT,Ville-Marie
-73.56752177,45.51404766,13909,1127660,2413,\P EN TOUT TEMPS,SD-TT,0,,9,2.01511E+13,,Réel,3- Fût,299524.469,5041572,-73.56752177,45.51404766,STATIONNEMENT,Ville-Marie
-73.54784317,45.5186544,235467,1127843,11,\A EN TOUT TEMPS,AD-TT,2,,1,2.01511E+13,,Réel,2- Tige et manchon,301062.279,5042082.847,-73.54784317,45.5186544,STATIONNEMENT,Ville-Marie
-73.57984321,45.49816649,57493,1118533,11,\A EN TOUT TEMPS,AD-TT,3,,8,2.01509E+13,,Réel,2- Tige et manchon,298560.031,5039808,-73.57984321,45.49816649,STATIONNEMENT,Ville-Marie
-73.58074393,45.49743058,234696,1118520,11,\A EN TOUT TEMPS,AD-TT,2,,1,2.01509E+13,,Réel,2- Tige et manchon,298489.555,5039726.289,-73.58074393,45.49743058,STATIONNEMENT,Ville-Marie
-73.58076269,45.50222863,226204,1118460,1567,\P RESERVE CORPS DIPLOMATIQUE,R-CD,3,,2,2.01509E+13,,Réel,1- Tige et base,298488.625,5040259.5,-73.58076269,45.50222863,STATIONNEMENT,Ville-Marie
-73.57952246,45.49216475,91033,1118436,2175,\P 09h-17h MAR. VEN.,SB-JL,0,,3,2.01509E+13,,Réel,3- Fût,298584.438,5039141,-73.57952246,45.49216475,STATIONNEMENT,Ville-Marie
-73.57952246,45.49216475,91033,1118437,1589,\P RESERVE S3R 09h-23h,R-PF,3,,3,2.01509E+13,,Réel,3- Fût,298584.438,5039141,-73.57952246,45.49216475,STATIONNEMENT,Ville-Marie
-73.57882713,45.49297959,91041,1118430,2175,\P 09h-17h MAR. VEN.,SB-JL,0,,7,2.01509E+13,,Réel,3- Fût,298638.875,5039231.5,-73.57882713,45.49297959,STATIONNEMENT,Ville-Marie
-73.57882713,45.49297959,91041,1118431,1586,\P RESERVE S3R 09h-21h,R-PD,2,,7,2.01509E+13,,Réel,3- Fût,298638.875,5039231.5,-73.57882713,45.49297959,STATIONNEMENT,Ville-Marie
-73.57848849,45.49327677,91043,1118429,2175,\P 09h-17h MAR. VEN.,SB-JL,0,,7,2.01509E+13,,Réel,3- Fût,298665.375,5039264.5,-73.57848849,45.49327677,STATIONNEMENT,Ville-Marie
-73.57974643,45.49418924,65680,1118427,1589,\P RESERVE S3R 09h-23h,R-PF,2,,9,2.01509E+13,,Réel,2- Tige et manchon,298567.156,5039366,-73.57974643,45.49418924,STATIONNEMENT,Ville-Marie
-73.54659602,45.5265164,45723,1127055,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,3,,10,2.01511E+13,,Réel,3- Fût,301160.219,5042956.5,-73.54659602,45.5265164,STATIONNEMENT,Ville-Marie
-73.57546116,45.49816047,58550,1127043,1276,P 15 MIN. RESERVE HOTEL,PD-TD,2,,10,2.01511E+13,,Réel,2- Tige et manchon,298902.5,5039807,-73.57546116,45.49816047,STATIONNEMENT,Ville-Marie
-73.57546116,45.49816047,58550,1127044,1683,\P RESERVE TAXIS,R-TA,3,,10,2.01511E+13,,Réel,2- Tige et manchon,298902.5,5039807,-73.57546116,45.49816047,STATIONNEMENT,Ville-Marie
-73.55191841,45.53565646,3468,1127012,14076,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0,,5,2.01511E+13,,Réel,4- Poteau en bois,300745.125,5043972.5,-73.55191841,45.53565646,STATIONNEMENT,Ville-Marie
-73.55191841,45.53565646,3468,1127013,1589,\P RESERVE S3R 09h-23h,R-PF,3,,5,2.01511E+13,,Réel,4- Poteau en bois,300745.125,5043972.5,-73.55191841,45.53565646,STATIONNEMENT,Ville-Marie
-73.56948978,45.51091953,223055,1127001,15489,P 60 min 12h-16h LUN A SAM,PS-JX,2,,2,2.01511E+13,,Réel,2- Tige et manchon,299370.406,5041224.5,-73.56948978,45.51091953,STATIONNEMENT,Ville-Marie
-73.57241281,45.50464237,235445,1126968,11,\A EN TOUT TEMPS,AD-TT,2,,1,2.01511E+13,,Réel,2- Tige et manchon,299141.386,5040527.118,-73.57241281,45.50464237,STATIONNEMENT,Ville-Marie
-73.55818159,45.50737147,73170,1126736,14199,\P 07h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-VA-A,0,,7,2.01511E+13,,Réel,3- Fût,300253.688,5040829.5,-73.55818159,45.50737147,STATIONNEMENT,Ville-Marie
-73.55536497,45.51148965,228877,1126684,1686,\P RESERVE HANDICAPES (PICTO),R-TD,2,,3,2.01511E+13,,Réel,2- Tige et manchon,300474.094,5041287,-73.55536497,45.51148965,STATIONNEMENT,Ville-Marie
-73.57915852,45.49692968,220302,1126683,1683,\P RESERVE TAXIS,R-TA,3,,6,2.01511E+13,,Réel,2- Tige et manchon,298613.406,5039670.5,-73.57915852,45.49692968,STATIONNEMENT,Ville-Marie
-73.55503082,45.50718407,164984,1129336,1571,\P RESERVE GARDERIE 15 MIN.,R-DG,3,,7,2.01511E+13,,Réel,2- Tige et manchon,300499.875,5040808.5,-73.55503082,45.50718407,STATIONNEMENT,Ville-Marie
-73.55503082,45.50718407,164984,1129337,1702,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,2,,7,2.01511E+13,,Réel,2- Tige et manchon,300499.875,5040808.5,-73.55503082,45.50718407,STATIONNEMENT,Ville-Marie
-73.55503082,45.50718407,164984,1129339,1647,"\P RESERVE S3R 18h-23h LUN.AU VEN., 9h-23h SAM.ET DIM.",R-RE,2,,7,2.01511E+13,,Réel,2- Tige et manchon,300499.875,5040808.5,-73.55503082,45.50718407,STATIONNEMENT,Ville-Marie
-73.55474518,45.50750815,12795,1129291,1571,\P RESERVE GARDERIE 15 MIN.,R-DG,2,,6,2.01511E+13,,Réel,2- Tige et manchon,300522.219,5040844.5,-73.55474518,45.50750815,STATIONNEMENT,Ville-Marie
-73.55474518,45.50750815,12795,1129290,1696,\P RESERVE VEHICULES DE LA VILLE,R-VA,3,,6,2.01511E+13,,Réel,2- Tige et manchon,300522.219,5040844.5,-73.55474518,45.50750815,STATIONNEMENT,Ville-Marie
-73.56307567,45.51616033,218370,1126596,11,\A EN TOUT TEMPS,AD-TT,0,,3,2.01511E+13,,Réel,10- Fût et feux,299872.031,5041806.5,-73.56307567,45.51616033,STATIONNEMENT,Ville-Marie
-73.55952624,45.50254312,143586,1159208,9129,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,2,,5,2.01511E+13,,Réel,2- Tige et manchon,300148.219,5040293,-73.55952624,45.50254312,STATIONNEMENT,Ville-Marie
-73.55952624,45.50254312,143586,1159209,1276,P 15 MIN. RESERVE HOTEL,PD-TD,3,,5,2.01511E+13,,Réel,2- Tige et manchon,300148.219,5040293,-73.55952624,45.50254312,STATIONNEMENT,Ville-Marie
-73.55961409,45.5024216,88757,1126542,9129,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,0,,2,2.01511E+13,,Réel,3- Fût,300141.344,5040279.5,-73.55961409,45.5024216,STATIONNEMENT,Ville-Marie
-73.56015679,45.51973877,103043,1126536,14036,\P 12h-13h JEU. 1 AVRIL AU 1 DEC.,SU-JJ-A,0,,3,2.01511E+13,,Réel,4- Poteau en bois,300100.375,5042204,-73.56015679,45.51973877,STATIONNEMENT,Ville-Marie
-73.56176426,45.52031381,162398,1126533,14037,\P 12h30-13h30 JEU. 1 AVRIL AU 1 DEC.,SU-JK-A,0,,12,2.01511E+13,,Réel,2- Tige et manchon,299974.844,5042268,-73.56176426,45.52031381,STATIONNEMENT,Ville-Marie
-73.56176426,45.52031381,162398,1126534,1622,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,0,,12,2.01511E+13,,Réel,2- Tige et manchon,299974.844,5042268,-73.56176426,45.52031381,STATIONNEMENT,Ville-Marie
-73.55970987,45.51926209,13088,1126529,14101,\P 12h30-13h30 MER. 1 AVRIL AU 1 DEC.,SU-NK-A,0,,9,2.01511E+13,,Réel,4- Poteau en bois,300135.25,5042151,-73.55970987,45.51926209,STATIONNEMENT,Ville-Marie
-73.55970987,45.51926209,13088,1126530,1622,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,2,,9,2.01511E+13,,Réel,4- Poteau en bois,300135.25,5042151,-73.55970987,45.51926209,STATIONNEMENT,Ville-Marie
-73.55380912,45.53705484,233896,1126519,11,\A EN TOUT TEMPS,AD-TT,2,,2,2.01511E+13,,Réel,2- Tige et manchon,300597.563,5044128,-73.55380912,45.53705484,STATIONNEMENT,Ville-Marie
-73.55712654,45.52628666,233497,1123752,11,\A EN TOUT TEMPS,AD-TT,2,,2,2.0151E+13,,Réel,2- Tige et manchon,300337.625,5042931.5,-73.55712654,45.52628666,STATIONNEMENT,Ville-Marie
-73.55712654,45.52628666,233497,1123753,1762,\P RESERVE DEBARCADERE HANDICAPES EN TOUT TEMPS,RD-TT,3,,2,2.0151E+13,,Réel,2- Tige et manchon,300337.625,5042931.5,-73.55712654,45.52628666,STATIONNEMENT,Ville-Marie
-73.56977875,45.51141426,25359,1123630,54,\A 15h30-17h30 LUN. AU VEN.,AV-PB,0,,4,2.0151E+13,,Réel,3- Fût,299347.875,5041279.5,-73.56977875,45.51141426,STATIONNEMENT,Ville-Marie
-73.56977875,45.51141426,25359,1123632,2413,\P EN TOUT TEMPS,SD-TT,3,,4,2.0151E+13,,Réel,3- Fût,299347.875,5041279.5,-73.56977875,45.51141426,STATIONNEMENT,Ville-Marie
